timestep,relay_id,x,y,z
27,uav_3,2300.0,1000.0,250.0
28,uav_1,6810.0,6000.0,150.0
28,uav_2,1945.0,1000.0,180.0
28,uav_3,2350.0,1000.0,250.0
29,uav_1,6840.0,6000.0,150.0
29,uav_2,1980.0,1000.0,180.0
29,uav_3,2400.0,1000.0,250.0
30,uav_1,6870.0,6000.0,150.0
30,uav_2,2015.0,1000.0,180.0
30,uav_3,2450.0,1000.0,250.0
31,uav_1,6900.0,6000.0,150.0
31,uav_2,2050.0,1000.0,180.0
31,uav_3,2500.0,1000.0,250.0
32,uav_1,6930.0,6000.0,150.0
32,uav_2,2085.0,1000.0,180.0
32,uav_3,2550.0,1000.0,250.0
33,uav_1,6960.0,6000.0,150.0
33,uav_2,2120.0,1000.0,180.0
33,uav_3,2600.0,1000.0,250.0
34,uav_1,6990.0,6000.0,150.0
34,uav_2,2155.0,1000.0,180.0
34,uav_3,2650.0,1000.0,250.0
35,uav_1,7020.0,6000.0,150.0
35,uav_2,2190.0,1000.0,180.0
35,uav_3,2700.0,1000.0,250.0
36,uav_1,7050.0,6000.0,150.0
36,uav_2,2225.0,1000.0,180.0
36,uav_3,2750.0,1000.0,250.0
37,uav_1,7080.0,6000.0,150.0
37,uav_2,2260.0,1000.0,180.0
37,uav_3,2800.0,1000.0,250.0
38,uav_1,7110.0,6000.0,150.0
38,uav_2,2295.0,1000.0,180.0
38,uav_3,2850.0,1000.0,250.0
39,uav_1,7140.0,6000.0,150.0
39,uav_2,2330.0,1000.0,180.0
39,uav_3,2900.0,1000.0,250.0
40,uav_1,7170.0,6000.0,150.0
40,uav_2,2365.0,1000.0,180.0
40,uav_3,2950.0,1000.0,250.0
41,uav_1,7200.0,6000.0,150.0
41,uav_2,2400.0,1000.0,180.0
41,uav_3,3000.0,1000.0,250.0
42,uav_1,7230.0,6000.0,150.0
42,uav_2,2435.0,1000.0,180.0
42,uav_3,3050.0,1000.0,250.0
43,uav_1,7260.0,6000.0,150.0
43,uav_2,2470.0,1000.0,180.0
43,uav_3,3100.0,1000.0,250.0
44,uav_1,7290.0,6000.0,150.0
44,uav_2,2505.0,1000.0,180.0
44,uav_3,3150.0,1000.0,250.0
45,uav_1,7320.0,6000.0,150.0
45,uav_2,2540.0,1000.0,180.0
45,uav_3,3200.0,1000.0,250.0
46,uav_1,7350.0,6000.0,150.0
46,uav_2,2575.0,1000.0,180.0
46,uav_3,3250.0,1000.0,250.0
47,uav_1,7380.0,6000.0,150.0
47,uav_2,2610.0,1000.0,180.0
47,uav_3,3300.0,1000.0,250.0
48,uav_1,7410.0,6000.0,150.0
48,uav_2,2645.0,1000.0,180.0
48,uav_3,3350.0,1000.0,250.0
49,uav_1,7440.0,6000.0,150.0
49,uav_2,2680.0,1000.0,180.0
49,uav_3,3400.0,1000.0,250.0
50,uav_1,7470.0,6000.0,150.0
50,uav_2,2715.0,1000.0,180.0
50,uav_3,3450.0,1000.0,250.0
51,uav_1,7500.0,6000.0,150.0
51,uav_2,2750.0,1000.0,180.0
51,uav_3,3500.0,1000.0,250.0
52,uav_1,7530.0,6000.0,150.0
52,uav_2,2785.0,1000.0,180.0
52,uav_3,3550.0,1000.0,250.0
53,uav_1,7560.0,6000.0,150.0
53,uav_2,2820.0,1000.0,180.0
53,uav_3,3600.0,1000.0,250.0
54,uav_1,7590.0,6000.0,150.0
54,uav_2,2855.0,1000.0,180.0
54,uav_3,3650.0,1000.0,250.0
55,uav_1,7620.0,6000.0,150.0
55,uav_2,2890.0,1000.0,180.0
55,uav_3,3700.0,1000.0,250.0
56,uav_1,7650.0,6000.0,150.0
56,uav_2,2925.0,1000.0,180.0
56,uav_3,3750.0,1000.0,250.0
57,uav_1,7680.0,6000.0,150.0
57,uav_2,2960.0,1000.0,180.0
57,uav_3,3800.0,1000.0,250.0
58,uav_1,7710.0,6000.0,150.0
58,uav_2,2995.0,1000.0,180.0
58,uav_3,3850.0,1000.0,250.0
59,uav_1,7740.0,6000.0,150.0
59,uav_2,3030.0,1000.0,180.0
59,uav_3,3900.0,1000.0,250.0
60,uav_1,7770.0,6000.0,150.0
60,uav_2,3065.0,1000.0,180.0
60,uav_3,3950.0,1000.0,250.0
61,uav_1,7800.0,6000.0,150.0
61,uav_2,3100.0,1000.0,180.0
61,uav_3,4000.0,1000.0,250.0
62,uav_1,7830.0,6000.0,150.0
62,uav_2,3135.0,1000.0,180.0
62,uav_3,4050.0,1000.0,250.0
63,uav_1,7860.0,6000.0,150.0
63,uav_2,3170.0,1000.0,180.0
63,uav_3,4100.0,1000.0,250.0
64,uav_1,7890.0,6000.0,150.0
64,uav_2,3205.0,1000.0,180.0
64,uav_3,4150.0,1000.0,250.0
65,uav_1,7920.0,6000.0,150.0
65,uav_2,3240.0,1000.0,180.0
65,uav_3,4200.0,1000.0,250.0
66,uav_1,7950.0,6000.0,150.0
66,uav_2,3275.0,1000.0,180.0
66,uav_3,4250.0,1000.0,250.0
67,uav_1,7980.0,6000.0,150.0
67,uav_2,3310.0,1000.0,180.0
67,uav_3,4300.0,1000.0,250.0
68,uav_1,8010.0,6000.0,150.0
68,uav_2,3345.0,1000.0,180.0
68,uav_3,4350.0,1000.0,250.0
69,uav_1,8040.0,6000.0,150.0
69,uav_2,3380.0,1000.0,180.0
69,uav_3,4400.0,1000.0,250.0
70,uav_1,8070.0,6000.0,150.0
70,uav_2,3415.0,1000.0,180.0
70,uav_3,4450.0,1000.0,250.0
71,uav_1,8100.0,6000.0,150.0
71,uav_2,3450.0,1000.0,180.0
71,uav_3,4500.0,1000.0,250.0
72,uav_1,8130.0,6000.0,150.0
72,uav_2,3485.0,1000.0,180.0
72,uav_3,4550.0,1000.0,250.0
73,uav_1,8160.0,6000.0,150.0
73,uav_2,3520.0,1000.0,180.0
73,uav_3,4600.0,1000.0,250.0
74,uav_1,8190.0,6000.0,150.0
74,uav_2,3555.0,1000.0,180.0
74,uav_3,4650.0,1000.0,250.0
75,uav_1,8220.0,6000.0,150.0
75,uav_2,3590.0,1000.0,180.0
75,uav_3,4700.0,1000.0,250.0
76,uav_1,8250.0,6000.0,150.0
76,uav_2,3625.0,1000.0,180.0
76,uav_3,4750.0,1000.0,250.0
77,uav_1,8280.0,6000.0,150.0
77,uav_2,3660.0,1000.0,180.0
77,uav_3,4800.0,1000.0,250.0
78,uav_1,8310.0,6000.0,150.0
78,uav_2,3695.0,1000.0,180.0
78,uav_3,4850.0,1000.0,250.0
79,uav_1,8340.0,6000.0,150.0
79,uav_2,3730.0,1000.0,180.0
79,uav_3,4900.0,1000.0,250.0
80,uav_1,8370.0,6000.0,150.0
80,uav_2,3765.0,1000.0,180.0
80,uav_3,4950.0,1000.0,250.0
81,uav_1,8400.0,6000.0,150.0
81,uav_2,3800.0,1000.0,180.0
81,uav_3,5000.0,1000.0,250.0
82,uav_1,8430.0,6000.0,150.0
82,uav_2,3835.0,1000.0,180.0
82,uav_3,5050.0,1000.0,250.0
83,uav_1,8460.0,6000.0,150.0
83,uav_2,3870.0,1000.0,180.0
83,uav_3,5100.0,1000.0,250.0
84,uav_1,8490.0,6000.0,150.0
84,uav_2,3905.0,1000.0,180.0
84,uav_3,5150.0,1000.0,250.0
85,uav_1,8520.0,6000.0,150.0
85,uav_2,3940.0,1000.0,180.0
85,uav_3,5200.0,1000.0,250.0
86,uav_1,8550.0,6000.0,150.0
86,uav_2,3975.0,1000.0,180.0
86,uav_3,5250.0,1000.0,250.0
87,uav_1,8580.0,6000.0,150.0
87,uav_2,4010.0,1000.0,180.0
87,uav_3,5300.0,1000.0,250.0
88,uav_1,8610.0,6000.0,150.0
88,uav_2,4045.0,1000.0,180.0
88,uav_3,5350.0,1000.0,250.0
89,uav_1,8640.0,6000.0,150.0
89,uav_2,4080.0,1000.0,180.0
89,uav_3,5400.0,1000.0,250.0
90,uav_1,8670.0,6000.0,150.0
90,uav_2,4115.0,1000.0,180.0
90,uav_3,5450.0,1000.0,250.0
91,uav_1,8700.0,6000.0,150.0
91,uav_2,4150.0,1000.0,180.0
91,uav_3,5500.0,1000.0,250.0
92,uav_1,8730.0,6000.0,150.0
92,uav_2,4185.0,1000.0,180.0
92,uav_3,5550.0,1000.0,250.0
93,uav_1,8760.0,6000.0,150.0
93,uav_2,4220.0,1000.0,180.0
93,uav_3,5600.0,1000.0,250.0
94,uav_1,8790.0,6000.0,150.0
94,uav_2,4255.0,1000.0,180.0
94,uav_3,5650.0,1000.0,250.0
95,uav_1,8820.0,6000.0,150.0
95,uav_2,4290.0,1000.0,180.0
95,uav_3,5700.0,1000.0,250.0
96,uav_1,8850.0,6000.0,150.0
96,uav_2,4325.0,1000.0,180.0
96,uav_3,5750.0,1000.0,250.0
97,uav_1,8880.0,6000.0,150.0
97,uav_2,4360.0,1000.0,180.0
97,uav_3,5800.0,1000.0,250.0
98,uav_1,8910.0,6000.0,150.0
98,uav_2,4395.0,1000.0,180.0
98,uav_3,5850.0,1000.0,250.0
99,uav_1,8940.0,6000.0,150.0
99,uav_2,4430.0,1000.0,180.0
99,uav_3,5900.0,1000.0,250.0
100,uav_1,8970.0,6000.0,150.0
100,uav_2,4465.0,1000.0,180.0
100,uav_3,5950.0,1000.0,250.0
101,uav_1,9000.0,6000.0,150.0
101,uav_2,4500.0,1000.0,180.0
101,uav_3,6000.0,1000.0,250.0
102,uav_1,9030.0,6000.0,150.0
102,uav_2,4535.0,1000.0,180.0
102,uav_3,6050.0,1000.0,250.0
103,uav_1,9060.0,6000.0,150.0
103,uav_2,4570.0,1000.0,180.0
103,uav_3,6100.0,1000.0,250.0
104,uav_1,9090.0,6000.0,150.0
104,uav_2,4605.0,1000.0,180.0
104,uav_3,6150.0,1000.0,250.0
105,uav_1,9120.0,6000.0,150.0
105,uav_2,4640.0,1000.0,180.0
105,uav_3,6200.0,1000.0,250.0
106,uav_1,9150.0,6000.0,150.0
106,uav_2,4675.0,1000.0,180.0
106,uav_3,6250.0,1000.0,250.0
107,uav_1,9180.0,6000.0,150.0
107,uav_2,4710.0,1000.0,180.0
107,uav_3,6300.0,1000.0,250.0
108,uav_1,9210.0,6000.0,150.0
108,uav_2,4745.0,1000.0,180.0
108,uav_3,6350.0,1000.0,250.0
109,uav_1,9240.0,6000.0,150.0
109,uav_2,4780.0,1000.0,180.0
109,uav_3,6400.0,1000.0,250.0
110,uav_1,9270.0,6000.0,150.0
110,uav_2,4815.0,1000.0,180.0
110,uav_3,6450.0,1000.0,250.0
111,uav_1,9300.0,6000.0,150.0
111,uav_2,4850.0,1000.0,180.0
111,uav_3,6500.0,1000.0,250.0
112,uav_1,9330.0,6000.0,150.0
112,uav_2,4885.0,1000.0,180.0
112,uav_3,6550.0,1000.0,250.0
113,uav_1,9360.0,6000.0,150.0
113,uav_2,4920.0,1000.0,180.0
113,uav_3,6600.0,1000.0,250.0
114,uav_1,9390.0,6000.0,150.0
114,uav_2,4955.0,1000.0,180.0
114,uav_3,6650.0,1000.0,250.0
115,uav_1,9420.0,6000.0,150.0
115,uav_2,4990.0,1000.0,180.0
115,uav_3,6700.0,1000.0,250.0
116,uav_1,9450.0,6000.0,150.0
116,uav_2,5000.0,1025.0,180.0
116,uav_3,6750.0,1000.0,250.0
117,uav_1,9480.0,6000.0,150.0
117,uav_2,5000.0,1060.0,180.0
117,uav_3,6800.0,1000.0,250.0
118,uav_1,9510.0,6000.0,150.0
118,uav_2,5000.0,1095.0,180.0
118,uav_3,6850.0,1000.0,250.0
119,uav_1,9540.0,6000.0,150.0
119,uav_2,5000.0,1130.0,180.0
119,uav_3,6900.0,1000.0,250.0
120,uav_1,9570.0,6000.0,150.0
120,uav_2,5000.0,1165.0,180.0
120,uav_3,6950.0,1000.0,250.0
121,uav_1,9600.0,6000.0,150.0
121,uav_2,5000.0,1200.0,180.0
121,uav_3,7000.0,1000.0,250.0
122,uav_1,9630.0,6000.0,150.0
122,uav_2,5000.0,1235.0,180.0
122,uav_3,7050.0,1000.0,250.0
123,uav_1,9660.0,6000.0,150.0
123,uav_2,5000.0,1270.0,180.0
123,uav_3,7100.0,1000.0,250.0
124,uav_1,9690.0,6000.0,150.0
124,uav_2,5000.0,1305.0,180.0
124,uav_3,7150.0,1000.0,250.0
125,uav_1,9720.0,6000.0,150.0
125,uav_2,5000.0,1340.0,180.0
125,uav_3,7200.0,1000.0,250.0
126,uav_1,9750.0,6000.0,150.0
126,uav_2,5000.0,1375.0,180.0
126,uav_3,7250.0,1000.0,250.0
127,uav_1,9780.0,6000.0,150.0
127,uav_2,5000.0,1410.0,180.0
127,uav_3,7300.0,1000.0,250.0
128,uav_1,9810.0,6000.0,150.0
128,uav_2,5000.0,1445.0,180.0
128,uav_3,7350.0,1000.0,250.0
129,uav_1,9840.0,6000.0,150.0
129,uav_2,5000.0,1480.0,180.0
129,uav_3,7400.0,1000.0,250.0
130,uav_1,9870.0,6000.0,150.0
130,uav_2,5000.0,1515.0,180.0
130,uav_3,7450.0,1000.0,250.0
131,uav_1,9900.0,6000.0,150.0
131,uav_2,5000.0,1550.0,180.0
131,uav_3,7500.0,1000.0,250.0
132,uav_1,9930.0,6000.0,150.0
132,uav_2,5000.0,1585.0,180.0
132,uav_3,7550.0,1000.0,250.0
133,uav_1,9960.0,6000.0,150.0
133,uav_2,5000.0,1620.0,180.0
133,uav_3,7600.0,1000.0,250.0
134,uav_1,9990.0,6000.0,150.0
134,uav_2,5000.0,1655.0,180.0
134,uav_3,7650.0,1000.0,250.0
135,uav_1,10000.0,6020.0,150.0
135,uav_2,5000.0,1690.0,180.0
135,uav_3,7700.0,1000.0,250.0
136,uav_1,10000.0,6050.0,150.0
136,uav_2,5000.0,1725.0,180.0
136,uav_3,7750.0,1000.0,250.0
137,uav_1,10000.0,6080.0,150.0
137,uav_2,5000.0,1760.0,180.0
137,uav_3,7800.0,1000.0,250.0
138,uav_1,10000.0,6110.0,150.0
138,uav_2,5000.0,1795.0,180.0
138,uav_3,7850.0,1000.0,250.0
139,uav_1,10000.0,6140.0,150.0
139,uav_2,5000.0,1830.0,180.0
139,uav_3,7900.0,1000.0,250.0
140,uav_1,10000.0,6170.0,150.0
140,uav_2,5000.0,1865.0,180.0
140,uav_3,7950.0,1000.0,250.0
141,uav_1,10000.0,6200.0,150.0
141,uav_2,5000.0,1900.0,180.0
141,uav_3,8000.0,1000.0,250.0
142,uav_1,10000.0,6230.0,150.0
142,uav_2,5000.0,1935.0,180.0
142,uav_3,8050.0,1000.0,250.0
143,uav_1,10000.0,6260.0,150.0
143,uav_2,5000.0,1970.0,180.0
143,uav_3,8100.0,1000.0,250.0
144,uav_1,10000.0,6290.0,150.0
144,uav_2,5000.0,2005.0,180.0
144,uav_3,8150.0,1000.0,250.0
145,uav_1,10000.0,6320.0,150.0
145,uav_2,5000.0,2040.0,180.0
145,uav_3,8200.0,1000.0,250.0
146,uav_1,10000.0,6350.0,150.0
146,uav_2,5000.0,2075.0,180.0
146,uav_3,8250.0,1000.0,250.0
147,uav_1,10000.0,6380.0,150.0
147,uav_2,5000.0,2110.0,180.0
147,uav_3,8300.0,1000.0,250.0
148,uav_1,10000.0,6410.0,150.0
148,uav_2,5000.0,2145.0,180.0
148,uav_3,8350.0,1000.0,250.0
149,uav_1,10000.0,6440.0,150.0
149,uav_2,5000.0,2180.0,180.0
149,uav_3,8400.0,1000.0,250.0
150,uav_1,10000.0,6470.0,150.0
150,uav_2,5000.0,2215.0,180.0
150,uav_3,8450.0,1000.0,250.0
151,uav_1,10000.0,6500.0,150.0
151,uav_2,5000.0,2250.0,180.0
151,uav_3,8500.0,1000.0,250.0
152,uav_1,10000.0,6530.0,150.0
152,uav_2,5000.0,2285.0,180.0
152,uav_3,8550.0,1000.0,250.0
153,uav_1,10000.0,6560.0,150.0
153,uav_2,5000.0,2320.0,180.0
153,uav_3,8600.0,1000.0,250.0
154,uav_1,10000.0,6590.0,150.0
154,uav_2,5000.0,2355.0,180.0
154,uav_3,8650.0,1000.0,250.0
155,uav_1,10000.0,6620.0,150.0
155,uav_2,5000.0,2390.0,180.0
155,uav_3,8700.0,1000.0,250.0
156,uav_1,10000.0,6650.0,150.0
156,uav_2,5000.0,2425.0,180.0
156,uav_3,8750.0,1000.0,250.0
157,uav_1,10000.0,6680.0,150.0
157,uav_2,5000.0,2460.0,180.0
157,uav_3,8800.0,1000.0,250.0
158,uav_1,10000.0,6710.0,150.0
158,uav_2,5000.0,2495.0,180.0
158,uav_3,8850.0,1000.0,250.0
159,uav_1,10000.0,6740.0,150.0
159,uav_2,5000.0,2530.0,180.0
159,uav_3,8900.0,1000.0,250.0
160,uav_1,10000.0,6770.0,150.0
160,uav_2,5000.0,2565.0,180.0
160,uav_3,8950.0,1000.0,250.0
161,uav_1,10000.0,6800.0,150.0
161,uav_2,5000.0,2600.0,180.0
161,uav_3,9000.0,1000.0,250.0
162,uav_1,10000.0,6830.0,150.0
162,uav_2,5000.0,2635.0,180.0
162,uav_3,9000.0,1050.0,250.0
163,uav_1,10000.0,6860.0,150.0
163,uav_2,5000.0,2670.0,180.0
163,uav_3,9000.0,1100.0,250.0
164,uav_1,10000.0,6890.0,150.0
164,uav_2,5000.0,2705.0,180.0
164,uav_3,9000.0,1150.0,250.0
165,uav_1,10000.0,6920.0,150.0
165,uav_2,5000.0,2740.0,180.0
165,uav_3,9000.0,1200.0,250.0
166,uav_1,10000.0,6950.0,150.0
166,uav_2,5000.0,2775.0,180.0
166,uav_3,9000.0,1250.0,250.0
167,uav_1,10000.0,6980.0,150.0
167,uav_2,5000.0,2810.0,180.0
167,uav_3,9000.0,1300.0,250.0
168,uav_1,10000.0,7010.0,150.0
168,uav_2,5000.0,2845.0,180.0
168,uav_3,9000.0,1350.0,250.0
169,uav_1,10000.0,7040.0,150.0
169,uav_2,5000.0,2880.0,180.0
169,uav_3,9000.0,1400.0,250.0
170,uav_1,10000.0,7070.0,150.0
170,uav_2,5000.0,2915.0,180.0
170,uav_3,9000.0,1450.0,250.0
171,uav_1,10000.0,7100.0,150.0
171,uav_2,5000.0,2950.0,180.0
171,uav_3,9000.0,1500.0,250.0
172,uav_1,10000.0,7130.0,150.0
172,uav_2,5000.0,2985.0,180.0
172,uav_3,9000.0,1550.0,250.0
173,uav_1,10000.0,7160.0,150.0
173,uav_2,5000.0,3020.0,180.0
173,uav_3,9000.0,1600.0,250.0
174,uav_1,10000.0,7190.0,150.0
174,uav_2,5000.0,3055.0,180.0
174,uav_3,9000.0,1650.0,250.0
175,uav_1,10000.0,7220.0,150.0
175,uav_2,5000.0,3090.0,180.0
175,uav_3,9000.0,1700.0,250.0
176,uav_1,10000.0,7250.0,150.0
176,uav_2,5000.0,3125.0,180.0
176,uav_3,9000.0,1750.0,250.0
177,uav_1,10000.0,7280.0,150.0
177,uav_2,5000.0,3160.0,180.0
177,uav_3,9000.0,1800.0,250.0
178,uav_1,10000.0,7310.0,150.0
178,uav_2,5000.0,3195.0,180.0
178,uav_3,9000.0,1850.0,250.0
179,uav_1,10000.0,7340.0,150.0
179,uav_2,5000.0,3230.0,180.0
179,uav_3,9000.0,1900.0,250.0
180,uav_1,10000.0,7370.0,150.0
180,uav_2,5000.0,3265.0,180.0
180,uav_3,9000.0,1950.0,250.0
181,uav_1,10000.0,7400.0,150.0
181,uav_2,5000.0,3300.0,180.0
181,uav_3,9000.0,2000.0,250.0
182,uav_1,10000.0,7430.0,150.0
182,uav_2,5000.0,3335.0,180.0
182,uav_3,9000.0,2050.0,250.0
183,uav_1,10000.0,7460.0,150.0
183,uav_2,5000.0,3370.0,180.0
183,uav_3,9000.0,2100.0,250.0
184,uav_1,10000.0,7490.0,150.0
184,uav_2,5000.0,3405.0,180.0
184,uav_3,9000.0,2150.0,250.0
185,uav_1,10000.0,7520.0,150.0
185,uav_2,5000.0,3440.0,180.0
185,uav_3,9000.0,2200.0,250.0
186,uav_1,10000.0,7550.0,150.0
186,uav_2,5000.0,3475.0,180.0
186,uav_3,9000.0,2250.0,250.0
187,uav_1,10000.0,7580.0,150.0
187,uav_2,5000.0,3510.0,180.0
187,uav_3,9000.0,2300.0,250.0
188,uav_1,10000.0,7610.0,150.0
188,uav_2,5000.0,3545.0,180.0
188,uav_3,9000.0,2350.0,250.0
189,uav_1,10000.0,7640.0,150.0
189,uav_2,5000.0,3580.0,180.0
189,uav_3,9000.0,2400.0,250.0
190,uav_1,10000.0,7670.0,150.0
190,uav_2,5000.0,3615.0,180.0
190,uav_3,9000.0,2450.0,250.0
191,uav_1,10000.0,7700.0,150.0
191,uav_2,5000.0,3650.0,180.0
191,uav_3,9000.0,2500.0,250.0
192,uav_1,10000.0,7730.0,150.0
192,uav_2,5000.0,3685.0,180.0
192,uav_3,9000.0,2550.0,250.0
193,uav_1,10000.0,7760.0,150.0
193,uav_2,5000.0,3720.0,180.0
193,uav_3,9000.0,2600.0,250.0
194,uav_1,10000.0,7790.0,150.0
194,uav_2,5000.0,3755.0,180.0
194,uav_3,9000.0,2650.0,250.0
195,uav_1,10000.0,7820.0,150.0
195,uav_2,5000.0,3790.0,180.0
195,uav_3,9000.0,2700.0,250.0
196,uav_1,10000.0,7850.0,150.0
196,uav_2,5000.0,3825.0,180.0
196,uav_3,9000.0,2750.0,250.0
197,uav_1,10000.0,7880.0,150.0
197,uav_2,5000.0,3860.0,180.0
197,uav_3,9000.0,2800.0,250.0
198,uav_1,10000.0,7910.0,150.0
198,uav_2,5000.0,3895.0,180.0
198,uav_3,9000.0,2850.0,250.0
199,uav_1,10000.0,7940.0,150.0
199,uav_2,5000.0,3930.0,180.0
199,uav_3,9000.0,2900.0,250.0
200,uav_1,10000.0,7970.0,150.0
200,uav_2,5000.0,3965.0,180.0
200,uav_3,9000.0,2950.0,250.0
201,uav_1,10000.0,8000.0,150.0
201,uav_2,5000.0,4000.0,180.0
201,uav_3,9000.0,3000.0,250.0
202,uav_1,10000.0,8030.0,150.0
202,uav_2,5000.0,4035.0,180.0
202,uav_3,9000.0,3050.0,250.0
203,uav_1,10000.0,8060.0,150.0
203,uav_2,5000.0,4070.0,180.0
203,uav_3,9000.0,3100.0,250.0
204,uav_1,10000.0,8090.0,150.0
204,uav_2,5000.0,4105.0,180.0
204,uav_3,9000.0,3150.0,250.0
205,uav_1,10000.0,8120.0,150.0
205,uav_2,5000.0,4140.0,180.0
205,uav_3,9000.0,3200.0,250.0
206,uav_1,10000.0,8150.0,150.0
206,uav_2,5000.0,4175.0,180.0
206,uav_3,9000.0,3250.0,250.0
207,uav_1,10000.0,8180.0,150.0
207,uav_2,5000.0,4210.0,180.0
207,uav_3,9000.0,3300.0,250.0
208,uav_1,10000.0,8210.0,150.0
208,uav_2,5000.0,4245.0,180.0
208,uav_3,9000.0,3350.0,250.0
209,uav_1,10000.0,8240.0,150.0
209,uav_2,5000.0,4280.0,180.0
209,uav_3,9000.0,3400.0,250.0
210,uav_1,10000.0,8270.0,150.0
210,uav_2,5000.0,4315.0,180.0
210,uav_3,9000.0,3450.0,250.0
211,uav_1,10000.0,8300.0,150.0
211,uav_2,5000.0,4350.0,180.0
211,uav_3,9000.0,3500.0,250.0
212,uav_1,10000.0,8330.0,150.0
212,uav_2,5000.0,4385.0,180.0
212,uav_3,9000.0,3550.0,250.0
213,uav_1,10000.0,8360.0,150.0
213,uav_2,5000.0,4420.0,180.0
213,uav_3,9000.0,3600.0,250.0
214,uav_1,10000.0,8390.0,150.0
214,uav_2,5000.0,4455.0,180.0
214,uav_3,9000.0,3650.0,250.0
215,uav_1,10000.0,8420.0,150.0
215,uav_2,5000.0,4490.0,180.0
215,uav_3,9000.0,3700.0,250.0
216,uav_1,10000.0,8450.0,150.0
216,uav_2,5000.0,4525.0,180.0
216,uav_3,9000.0,3750.0,250.0
217,uav_1,10000.0,8480.0,150.0
217,uav_2,5000.0,4560.0,180.0
217,uav_3,9000.0,3800.0,250.0
218,uav_1,10000.0,8510.0,150.0
218,uav_2,5000.0,4595.0,180.0
218,uav_3,9000.0,3850.0,250.0
219,uav_1,10000.0,8540.0,150.0
219,uav_2,5000.0,4630.0,180.0
219,uav_3,9000.0,3900.0,250.0
220,uav_1,10000.0,8570.0,150.0
220,uav_2,5000.0,4665.0,180.0
220,uav_3,9000.0,3950.0,250.0
221,uav_1,10000.0,8600.0,150.0
221,uav_2,5000.0,4700.0,180.0
221,uav_3,9000.0,4000.0,250.0
222,uav_1,10000.0,8630.0,150.0
222,uav_2,5000.0,4735.0,180.0
