timestep,vehicle_id,x,y,z,speed
12,veh1,9806.04,4000.0,0.0,17.63
12,veh2,9191.81,8000.0,0.0,15.98
12,veh3,3777.76,0.0,0.0,18.52
12,veh4,1138.66,4000.0,0.0,11.55
12,veh5,1774.65,10000.0,0.0,18.78
12,veh6,0.0,8827.8,0.0,14.35
12,veh7,860.04,5000.0,0.0,11.66
12,veh8,10000.0,228.91,0.0,19.08
12,veh9,9823.89,5000.0,0.0,14.68
12,veh10,7214.53,3000.0,0.0,17.88
12,veh11,2230.59,2000.0,0.0,19.22
12,veh12,5000.0,2832.28,0.0,13.98
12,veh13,9133.93,2000.0,0.0,11.16
12,veh14,6817.49,4000.0,0.0,15.21
12,veh15,6821.18,8000.0,0.0,14.9
12,veh16,8869.48,0.0,0.0,11.87
12,veh17,3000.0,2864.1,0.0,11.32
12,veh18,2000.0,8237.8,0.0,19.82
12,veh19,7000.0,9794.8,0.0,17.1
12,veh20,6000.0,1213.17,0.0,17.76
12,veh21,9000.0,158.54,0.0,14.41
12,veh22,6841.42,3000.0,0.0,13.21
12,veh23,9000.0,227.45,0.0,18.95
12,veh24,5000.0,9789.64,0.0,17.53
12,veh25,9835.23,7000.0,0.0,13.73
12,veh26,4000.0,4149.33,0.0,12.44
12,veh27,9236.86,5000.0,0.0,19.74
12,veh28,5000.0,9832.02,0.0,14.0
12,veh29,3000.0,7856.41,0.0,11.97
12,veh30,1215.18,2000.0,0.0,17.93
12,veh31,5798.59,10000.0,0.0,16.78
12,veh32,6225.03,10000.0,0.0,18.75
12,veh33,8000.0,5819.93,0.0,15.01
12,veh34,216.31,0.0,0.0,18.03
12,veh35,0.0,7225.68,0.0,18.81
12,veh36,4000.0,9824.16,0.0,15.99
12,veh37,4222.53,0.0,0.0,18.54
